eletriptan|serotonin antagonists|For the acute treatment of migraine with or without aura in adults.
bethanidine|antihypertensive agents|For the treatment of hypertension.
moxifloxacin|quinolones|For the treatment of sinus and lung infections such as sinusitis, pneumonia, and secondary infections in chronic bronchitis. Also for the treatment of bacterial conjunctivitis (pinkeye).
oxyphenonium|component|For the treatment of visceral spasms
nelfinavir|function|Used in combination with other antiviral drugs in the treatment of HIV in both adults and children.
isoetarine|adrenergic beta-2 receptor agonists|For the treatment of asthma, wheezing, and chronic asthmatic bronchitis.
glimepiride|hypoglycemic agents|For concomitant use with insulin for the treatment of noninsulin-dependent (type 2) diabetes mellitus.
diflorasone|anti-inflammatory agents|For relief of the inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.
indinavir|function|Indinavir is an antiretroviral drug for the treatment of HIV infection.
gadodiamide||For intravenous use in MRI to visualize lesions with abnormal vascularity (or those thought to cause abnormalities in the blood-brain barrier) in the brain (intracranial lesions), spine, and associated tissues.
guanadrel|antihypertensive agents|Used to treat and control hypertension.
lovastatin|anticholesteremic agents|For management as an adjunct to diet to reduce elevated total-C, LDL-C, apo B, and TG levels in patients with primary hypercholesterolemia and mixed dyslipidemia. For primary prevention of coronary heart disease and to slow progression of coronary atherosclerosis in patients with coronary heart disease. 
enflurane|anesthetics, inhalation|Used for the induction and maintenance of general anaesthesia during surgery and cesarean section and also used for analgesia during vaginal delivery.
cefotiam|anti-bacterial agents|For treatment of severe infections caused by susceptible bacteria.
pregabalin|analgesics|Pregabalin is used for the management of neuropathic pain associated with diabetic peripheral neuropathy or spinal cord injury, and postherpetic neuralgia. It is also used as adjunctive therapy for adult patients with partial onset seizures and management of fibromyalgia. 
temazepam|benzodiazepines|For the short-term treatment of insomnia (generally 7-10 days).
methyclothiazide|sodium chloride symporter inhibitors|For use in the management of hypertension either as the sole therapeutic agent or to enhance the effect of other antihypertensive drugs in the more severe forms of hypertension. Also used as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy.
aminosalicylic acid|antitubercular agents|For the treatment of tuberculosis
reboxetine|component|For the treatment of clinical depression.
milrinone|platelet aggregation inhibitors|Indicated for the treatment of congestive heart failure.
pipobroman||For the treatment of polycythaemia vera and refractory chronic myeloid leukaemia.
butabarbital|hypnotics and sedatives|For short-term treatment of insomnia and anxiety disorders
nevirapine|anti-hiv agents|For use in combination with other antiretroviral drugs in the ongoing treatment of HIV-1 infection.
oxiconazole|antifungal agents|For treatment of dermal fungal infection.
alclometasone|antipruritics|For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
butalbital|component|Used in combination with acetaminophen or aspirin and caffeine for its sedative and relaxant effects in the treatment of tension headaches, migraines, and pain.
cladribine|antineoplastic agents|For the treatment of active hairy cell leukemia (leukemic reticuloendotheliosis) as defined by clinically significant anemia, neutropenia, thrombocytopenia, or disease-related symptoms. Also used as an alternative agent for the treatment of chronic lymphocytic leukemia (CLL), low-grade non-Hodgkin's lymphoma, and cutaneous T-cell lymphoma.
ranolazine|component|For the treatment of chronic angina. It should be used in combination with amlodipine, beta-blockers or nitrates.
mesalazine|anti-inflammatory agents, non-steroidal|For the treatment of active ulcerative proctitis.
benzatropine|dopamine uptake inhibitors|For use as an adjunct in the therapy of all forms of parkinsonism and also for use in the control of extrapyramidal disorders due to neuroleptic drugs.
ziprasidone|antipsychotic agents|For the treatment of schizophrenia and related psychotic disorders.
methysergide|vasoconstrictor agents|For the treatment of vascular headache
cabergoline|antineoplastic agents|For the treatment of hyperprolactinemic disorders, either idiopathic or due to prolactinoma (prolactin-secreting adenomas). May also be used to manage symptoms of Parkinsonian Syndrome as monotherapy during initial symptomatic management or as an adjunct to levodopa therapy during advanced stages of disease. 
idoxuridine|antiviral agents|For use in keratoconjunctivitis and keratitis caused by herpes simplex virus.
dapsone|antimalarials|For the treatment and management of leprosy and dermatitis herpetiformis.
terconazole|antifungal agents|For the treatment of candidiasis (a yeast-like fungal infection) of the vulva and vagina.
phenytoin|anticonvulsants|For the control of generalized tonic-clonic (grand mal) and complex partial (psychomotor, temporal lobe) seizures and prevention and treatment of seizures occurring during or following neurosurgery.
medrysone|anti-inflammatory agents|For the treatment of allergic conjunctivitis, vernal conjunctivitis, episcleritis, and epinephrine sensitivity.
doxycycline|anti-bacterial agents|Doxycycline is indicated for use in respiratory tract infections caused by Mycoplasma pneumoniae, Haemophilus influenzae, Streptococcus pneumoniae, Legionella spp., or Klebsiella spp. It is also used for prophylaxis of malaria. Doxycycline is indicated for a variety of bacterial infections, from Mycobacterium fortuitum and M. marinum, to susceptible E. coli and Brucella spp. It can be used as an alternative to treating plague, tetanus, Campylobacter fetus 
diethylstilbestrol|carcinogens|Used in the treatment of prostate cancer. Previously used in the prevention of miscarriage or premature delivery in pregnant women prone to miscarriage or premature delivery.
lymecycline|anti-bacterial agents|For the treatment of infections and to treat acne. It may also be used to treat urinary tract infections, gum disease, and other bacterial infections such as gonorrhea and chlamydia. Lymecycline is also used commonly as a prophylactic treatment for infection by <i>Bacillus anthracis</i> (anthrax). It is also effective against <i>Yersinia pestis</i> and malaria and is also prescribed for the treatment of Lyme disease.
clotrimazole|antifungal agents|For the local treatment of oropharyngeal candidiasis and vaginal yeast infections, also used in fungal infections of the skin such as ringworm, athlete's foot, and jock itch.
calcium acetate|chelating agents|Calcium acetate is one of a number of calcium salts used to treat hyperphosphatemia (too much phosphate in the blood) in patients with kidney disease.
sulfanilamide|anti-bacterial agents|For the treatment of vulvovaginitis caused by <i>Candida albicans</i>.
cycloserine|antimetabolites|Used in combination with up to 5 other drugs as a treatment for Mycobacterium avium complex (MAC) and is also used to treat tuberculosis (TB).
anagrelide|antithrombins|For the treatment of patients with thrombocythemia, secondary to myeloproliferative disorders, to reduce the elevated platelet count and the risk of thrombosis and to ameliorate associated symptoms including thrombo-hemorrhagic events.
